Evaluate,Store,LuggageStorage,other,Score
pretty good,1,1,1,4.198344703498726
just so so,1,1,1,3.79851438020054
pretty bad,1,1,1,3.7672517786231388
pretty good,1,1,0,4.113343137159604
just so so,1,1,0,4.109461801632829
just so so,1,1,1,3.247633451610521
pretty good,1,1,1,3.9740325695206584
pretty good,1,1,1,3.8346662138254004
pretty good,1,1,1,4.128802428705999
pretty good,1,1,1,3.1390269943474736
pretty good,1,1,1,3.335893471061672
pretty good,1,1,1,3.57121066259913
pretty good,1,1,1,4.211983192614672
just so so,1,1,0,3.9004288091036434
pretty good,1,1,1,4.19834888115588
pretty bad,1,1,0,2.156681931861391
pretty good,1,1,0,3.639725212508167
pretty good,1,1,0,3.3247018790657066
pretty good,1,1,1,3.3705514108983468
pretty good,1,1,0,2.1853248017776066
just so so,1,1,1,4.16145137220951
pretty good,1,1,1,3.6286570061697025
pretty good,1,1,0,3.398138453887266
pretty good,1,1,1,3.5988752407313047
pretty good,1,1,0,4.017406682578907
pretty good,1,1,1,3.884427212069201
pretty good,1,1,1,3.8162747678007842
pretty bad,1,1,0,3.6250563481387856
pretty good,1,1,0,4.29545808856681
pretty good,1,1,1,2.5870606054928693
pretty bad,1,1,1,3.523643922816916
pretty good,1,1,0,4.23993423499078
just so so,1,1,0,4.281933685414181
pretty good,1,1,1,3.851463410517174
just so so,1,1,0,3.969945099937908
pretty bad,1,1,0,3.7866680174732323
pretty good,1,1,0,4.038344751945913
just so so,1,1,0,3.6300278002648043
just so so,1,1,0,3.552040387932141
pretty good,1,1,0,2.6364769076389196
pretty good,1,1,1,3.919384156748172
pretty bad,1,1,1,3.72912456189022
pretty bad,1,1,0,4.054891397755261
pretty bad,1,1,0,3.5139847077657747
pretty bad,1,1,0,3.838744938506035
pretty bad,1,1,1,4.250887267011626
pretty bad,1,1,1,3.3134959668977286
pretty good,1,1,1,3.7832401327544924
pretty bad,1,1,0,3.65882664577795
pretty bad,1,1,0,0.5142023176959062
pretty good,1,1,1,3.3725520084716223
pretty good,1,1,0,3.3661943582425757
pretty bad,1,1,0,4.193786994077358
pretty bad,1,1,1,4.020285039817379
pretty bad,1,1,1,3.9241171009745077
pretty good,1,1,0,4.097662944413689
pretty bad,1,1,0,3.3545855306977708
just so so,1,1,0,4.084509353405637
pretty good,1,1,1,4.273320105209427
pretty bad,1,1,0,0.21258055728287673
pretty bad,1,1,1,4.2188502845575195
pretty bad,1,1,1,3.9687639515823605
pretty bad,1,1,0,4.007231878533935
pretty bad,1,1,0,3.4102376137605455
pretty bad,1,1,1,3.815636339478954
pretty bad,1,1,1,3.533022543416925
pretty good,1,1,1,2.8954337698242307
pretty good,1,1,0,4.103441761942452
pretty good,1,1,1,4.5941511230572205
pretty good,1,1,1,4.738971451203787
pretty good,1,1,0,4.2789069783644464
pretty good,1,1,0,4.117855740295173
pretty good,1,1,0,4.547583158353726
pretty good,1,1,0,4.0008011772332885
pretty good,1,1,1,4.3286753476924895
pretty good,1,1,0,4.233179292927898
pretty good,1,1,1,4.501122681900581
pretty bad,1,1,0,0.06171413519532709
pretty good,1,1,0,4.019058108099276
just so so,1,1,1,4.48567832402189
just so so,1,1,0,1.11627402834268
pretty good,1,1,0,3.4617589707195147
pretty good,1,1,0,3.9677194205256194
pretty good,1,1,1,4.946857451060856
pretty good,1,1,1,4.46898167473837
pretty good,1,1,0,4.185068879603125
pretty good,1,1,0,4.923694678369828
pretty good,1,1,0,4.856485372379271
pretty good,1,1,0,4.520586269653421
pretty good,1,1,0,3.194376149327783
pretty good,1,1,1,3.1736411271085228
pretty good,1,1,1,4.115090870036128
pretty good,1,1,1,3.4585531629260062
pretty good,1,1,1,3.342921395341495
pretty good,1,1,1,3.5046338513524216
just so so,1,1,0,3.8530723356073375
just so so,1,1,1,4.1507448313808135
pretty good,1,1,0,3.0731921382969194
pretty good,1,1,0,3.3274477932847564
pretty good,1,1,1,3.070513361599426
pretty good,1,1,1,4.2729829083134945
pretty good,1,1,0,3.903871564403061
pretty good,1,1,0,4.205876937107223
pretty good,1,1,0,4.91922891651179
pretty bad,1,1,0,3.366219382095549
pretty good,1,1,0,4.0069423592017035
pretty good,1,1,1,4.587015497090834
pretty good,1,1,0,4.96908919660955
pretty good,1,1,0,4.037532749113282
pretty good,1,1,1,3.2540422198606875
pretty good,1,1,0,3.9219427224951278
pretty good,1,1,0,4.122318267683438
pretty good,1,1,1,3.0721412365045233
pretty good,1,1,0,4.028939725475024
pretty good,1,1,0,4.392724161200787
just so so,1,1,1,4.382039416141797
pretty bad,1,1,0,4.133377803710668
pretty good,1,1,1,4.221778527012543
pretty good,1,1,1,3.6238285413849
pretty good,1,1,1,4.254228621715557
pretty good,1,1,0,3.485219703843298
pretty good,1,1,0,3.475977717601937
pretty good,1,1,1,4.404282441335007
pretty good,1,1,1,3.7245809530296556
pretty good,1,1,1,4.764052544527099
pretty good,1,1,0,4.971221570078123
pretty good,1,1,0,4.872851984578373
pretty good,1,1,0,4.393126696917923
pretty good,1,1,0,4.808353097179567
pretty good,1,1,0,3.932104461864201
pretty good,1,1,0,3.404140438010052
pretty good,1,1,0,3.840003567917523
pretty good,1,1,0,4.481016633781349
pretty good,1,1,0,3.4087130557905145
pretty good,1,1,0,3.591362905462721
pretty good,1,1,0,3.3876836080400516
pretty good,1,1,0,4.7455063800379005
pretty good,1,1,0,3.224894177088232
pretty good,1,1,1,3.747323241384386
pretty good,1,1,1,4.223051232773027
pretty good,1,1,1,4.825702802887523
pretty good,1,1,0,4.477094523985536
pretty good,1,1,1,4.330255796381537
pretty good,1,1,0,4.293105662456391
pretty good,1,1,1,4.754782672953682
pretty good,1,1,1,4.100572348005912
pretty good,1,1,0,4.49882748104343
pretty good,1,1,1,4.414154286632726
just so so,1,1,0,3.749884601317711
pretty good,1,1,1,4.262845605330729
pretty good,1,1,1,4.117151111525558
pretty good,1,1,0,4.578261531528696
pretty good,1,1,1,3.6997786103436496
pretty good,1,1,0,4.697049981055044
pretty good,1,1,0,4.8228403703186835
just so so,1,1,1,4.209491718872691
pretty good,1,1,0,3.830854615219116
pretty good,1,1,0,4.378889817439668
pretty good,1,1,0,3.489030134273772
pretty good,1,1,0,3.7820327011713273
pretty good,1,1,0,3.4007010985620916
pretty good,1,1,0,4.265309358927893
pretty bad,1,1,1,3.9109297787852833
pretty good,1,1,1,3.4781270305714758
pretty good,1,1,1,3.4942750164141407
pretty good,1,1,1,3.361962831918958
pretty good,1,1,0,3.231911671650102
pretty good,1,1,0,4.005092070601165
pretty good,1,1,0,4.132677828908646
pretty good,1,1,0,3.2517290054774204
pretty good,1,1,1,2.285980498009894
pretty good,1,1,1,3.406473291964738
just so so,1,1,0,2.3804240843774727
pretty good,1,1,0,2.7623857362538295
pretty good,1,1,1,2.605098322500474
pretty good,1,1,1,2.7831394212267972
pretty good,1,1,1,2.6350849974809605
just so so,1,1,1,4.003802367183414
pretty bad,1,1,1,3.855799129803546
pretty good,1,1,1,3.946573815141636
pretty bad,1,1,1,0.4954485240004354
pretty good,1,1,0,4.263099521655999
